Projectnummer;LAM MK;Building FID;Opdrachtnummer Extern;Status Omschrijving;Blok;Cluster NR;Straat;Huisnummer;Huisnummer Toevoeging;Wall Mount;SS Reason;Height Cable;Number Floors;Building comment;Quadrant;Kamer;Seq;Plaats;BUILDING KEY;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Status;SSV Completed;xPos;yPos;SSV Date;TSA NEEDED;TSA SENT;TSA SIGNED;Surveyor;Opdrachttemplate;SYNDIC NAME;SYNDIC ADDRESS;SYNDIC ZIPCODE;SYNDIC CITY;SYNDIC PHONE;SYNDIC DATE;SYNDIC EMAIL;SYNDIC INTERNAL REF;BG Name;SSV COMPLETED DATE
ANTWERPEN-WEST - FH11;4520311;23250519;;Site Survey;BL1102;;Waalsekaai;58;;Y;NA;4;3;_;;;;Antwerpen;4520311;SDU;1;0;0;1;Site Survey;;151249;210894;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;1857266;640627;;Site Survey;BL1113;;Graaf van Egmontstraat;54;;Y;NA;5;3;_;;;;Antwerpen;1857266;MDU;0;6;0;6;Site Survey;;151760;211133;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;5320987;710724;;Site Survey;BL1119;;Jan van Gentstraat;39;;Y;NA;4;2;;;;;Antwerpen;5320987;SDU;0;1;0;1;Site Survey;;151355;210603;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;NB-2000156f4418;;;Site Survey;;;Gentplaats;15;;N;IRREG;;7;_;;;;Antwerpen;NB-2000156f4418;MDU;2;0;0;2;Site Survey;;151230;210657;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1857290;640628;;Site Survey;BL1113;;Graaf van Egmontstraat;56;;Y;NA;4;3;_;;;;Antwerpen;1857290;MDU;1;3;0;4;Site Survey;;151761;211128;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;5321929;710743;;Site Survey;BL1110;;Waalsekaai;16;;Y;NA;3;2;_;;;;Antwerpen;5321929;SDU;0;1;0;1;Site Survey;;151542;211275;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;NB-20002A5a31;;;Site Survey;;;Gentplaats;2;A;Y;NA;3;5;_;;;;Antwerpen;NB-20002A5a31;MDU;1;0;0;1;Site Survey;;151271;210673;7/05/2020;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1892021;643942;;Site Survey;BL1121;;Gentplaats;5;;Y;NA;4;4;_;;;;Antwerpen;1892021;MDU;1;4;0;5;Site Survey;;151260;210677;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;5373891;710967;;Site Survey;BL1115;;Leopold de Waelplaats;28;A;Y;NA;4;2;;;;;Antwerpen;5373891;SDU;1;0;0;1;Site Survey;;151662;211023;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1892048;643943;;Site Survey;BL1121;;Gentplaats;6;;Y;NA;4;5;_;;;;Antwerpen;1892048;MDU;1;4;0;5;Site Survey;;151258;210685;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;5383735;14151251;;Site Survey;BL1115;;Leopold de Waelplaats;20;;N;IRREG;4;6;_;;;;Antwerpen;5383735;MDU;1;0;1;2;Site Survey;;151708;211019;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;Leopold de waelstraat 20-22-24A-26;6/05/2020
ANTWERPEN-WEST - FH11;1892178;643944;;Site Survey;BL1119;;Jan van Gentstraat;3;;N;ORN;4;2;_;;;;Antwerpen;1892178;MDU;1;0;0;1;Site Survey;;151334;210649;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;Jan van gentstraat 1-3_pacificatiestraat 2;6/05/2020
ANTWERPEN-WEST - FH11;5394053;711205;;Site Survey;BL1115;;Leopold de Waelplaats;24;A;N;IRREG;4;6;_;;;;Antwerpen;5394053;MDU;1;0;0;1;Site Survey;;151662;211023;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;Leopold de waelstraat 20-22-24A-26;6/05/2020
ANTWERPEN-WEST - FH11;1892212;11688326;;Site Survey;BL1119;;Jan van Gentstraat;7;;N;ORN;4;6;_;;;;Antwerpen;1892212;MDU;9;0;1;10;Site Survey;;151318;210657;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;Jan van gentstraat 5-7-9-11;6/05/2020
ANTWERPEN-WEST - FH11;5403616;14151252;;Site Survey;BL1110;;Timmerwerfstraat;36;;Y;NA;4;4;;;;;Antwerpen;5403616;MDU;5;18;0;23;Site Survey;;151533;211388;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1892300;643946;;Site Survey;BL1119;;Jan van Gentstraat;29;;Y;NA;4;6;_;;;;Antwerpen;1892300;MDU;0;23;0;23;Site Survey;;151354;210599;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;5414526;711398;;Site Survey;BL1115;;Museumstraat;50;;N;IRREG;4;6;_;;;;Antwerpen;5414526;MDU;1;0;0;1;Site Survey;;151662;211023;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;Museumstraat 48-50;6/05/2020
ANTWERPEN-WEST - FH11;1893506;643999;;Site Survey;BL1105;;De Gerlachekaai;6;;N;IRREG;0;5;_;XC;;;Antwerpen;1893506;MDU;0;7;1;8;Site Survey;Y;151303;211089;17/03/2020 13:20;Y;;;Geert Stockman;BUILDING template;De ideale woning;;;;;13/05/2020;;;De Gerlachekaai 6-7-8;13/05/2020
ANTWERPEN-WEST - FH11;5414528;711399;;Site Survey;BL1115;;Leopold de Waelplaats;22;A;Y;NA;4;2;;;;;Antwerpen;5414528;SDU;1;0;0;1;Site Survey;;151662;211023;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1898919;644411;;Site Survey;BL1118;;Gijzelaarsstraat;4;;Y;NA;3;4;_;;;;Antwerpen;1898919;MDU;1;2;0;3;Site Survey;;151393;210862;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;5552744;14151253;;Site Survey;BL1114;;Vlaamsekaai;28;;N;IRREG;4;4;_;;;;Antwerpen;5552744;MDU;1;0;0;1;Site Survey;;151608;211155;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;Vlaamse Kaai 28-29-29A-31;15/05/2020
ANTWERPEN-WEST - FH11;NB-200011Bb974;;;Site Survey;;;Pacificatiestraat;11;B;Y;NA;4;3;_;;;;Antwerpen;NB-200011Bb974;SDU;0;1;0;1;Site Survey;;151331;210710;7/05/2020;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1898933;14151218;;Site Survey;BL1118;;Gijzelaarsstraat;8;;Y;NA;3;4;_;;;;Antwerpen;1898933;MDU;0;4;0;4;Site Survey;;151390;210852;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;5575337;712266;;Site Survey;BL1108;;Cockerillkaai;26;;N;IRREG;0;5;;XA;;;Antwerpen;5575337;MDU;1;0;0;1;Site Survey;Y;151399;211215;17/03/2020 14:35;Y;;17/03/2020 14:25;Steffen Verhofsté;BUILDING template;;;;;;;;;Cockerillkaai 26-27-28-29-30-31;
ANTWERPEN-WEST - FH11;1898934;644415;;Site Survey;BL1118;;Gijzelaarsstraat;10;;Y;NA;3;4;_;;;;Antwerpen;1898934;MDU;1;3;0;4;Site Survey;;151391;210846;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;5576220;14151254;;Site Survey;BL1102;;Schalienstraat;36;;Y;NA;4;4;;;;;Antwerpen;5576220;MDU;1;30;0;31;Site Survey;;151237;210918;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1898939;644416;;Site Survey;BL1118;;Gijzelaarsstraat;12;;Y;NA;4;5;_;;;;Antwerpen;1898939;MDU;1;4;0;5;Site Survey;;151389;210841;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;5576376;712561;;Site Survey;BL1117;;Vlaamsekaai;54;;Y;NA;3;5;_;;;;Antwerpen;5576376;SDU;1;0;0;1;Site Survey;;151475;210972;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;NB-2000324ad895;;;Site Survey;;;Cockerillkaai;32;;N;IRREG;;5;_;;;;Antwerpen;NB-2000324ad895;MDU;0;5;1;6;Site Survey;;151379;211191;3/05/2020;;;;Geert Stockman;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1898949;644418;;Site Survey;BL1118;;Gijzelaarsstraat;14;;Y;NA;3;4;_;;;;Antwerpen;1898949;MDU;0;4;0;4;Site Survey;;151390;210834;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;5576402;712567;;Site Survey;BL1115;;Leopold de Waelplaats;24;;Y;NA;4;2;;;;;Antwerpen;5576402;SDU;0;1;0;1;Site Survey;;151662;211023;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;NB-200017d63321;;;Site Survey;;;Gentplaats;17;;N;IRREG;;7;_;;;;Antwerpen;NB-200017d63321;MDU;0;17;1;18;Site Survey;;151228;210644;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1898986;644419;;Site Survey;BL1118;;Gijzelaarsstraat;16;;Y;NA;3;1;_;;;;Antwerpen;1898986;SDU;0;1;0;1;Site Survey;;151387;210827;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;5906036;14151255;;Site Survey;BL1115;;De Burburestraat;7;A;Y;NA;4;2;;;;;Antwerpen;5906036;SDU;1;0;0;1;Site Survey;;151580;211067;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1899083;644422;;Site Survey;BL1118;;Gijzelaarsstraat;24;;Y;NA;3;3;_;;;;Antwerpen;1899083;MDU;0;1;1;2;Site Survey;;151380;210805;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;6460902;23397816;;Site Survey;BL1102;;Waalsekaai;57;A;Y;NA;4;3;_;;;;Antwerpen;6460902;SDU;1;0;0;1;Site Survey;;151253;210905;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;1899089;644423;;Site Survey;BL1118;;Gijzelaarsstraat;26;;Y;NA;3;3;_;;;;Antwerpen;1899089;SDU;0;1;0;1;Site Survey;;151380;210790;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;762413;721231;;Site Survey;BL1104;;Waalsekaai;44;;Y;NA;3;5;_;;;;Antwerpen;762413;MDU;0;5;0;5;Site Survey;;151335;211022;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;1899109;644425;;Site Survey;BL1118;;Gijzelaarsstraat;28;;Y;NA;3;3;_;;;;Antwerpen;1899109;SDU;0;1;0;1;Site Survey;;151379;210785;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;762417;721232;;Site Survey;BL1103;;Waalsekaai;52;;Y;NA;4;5;_;;;;Antwerpen;762417;MDU;1;3;0;4;Site Survey;;151283;210967;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;1899122;644426;;Site Survey;BL1118;;Gijzelaarsstraat;30;;Y;NA;3;4;_;;;;Antwerpen;1899122;MDU;0;2;0;2;Site Survey;;151378;210780;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;762419;721233;;Site Survey;BL1103;;Waalsekaai;53;;Y;NA;4;5;_;;;;Antwerpen;762419;MDU;1;4;0;5;Site Survey;;151284;210960;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;1899134;644428;;Site Survey;BL1118;;Gijzelaarsstraat;32;;Y;NA;3;4;_;;;;Antwerpen;1899134;MDU;0;3;0;3;Site Survey;;151378;210775;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;762421;721234;;Site Survey;BL1103;;Schalienstraat;31;;Y;NA;4;4;;;;;Antwerpen;762421;MDU;0;3;0;3;Site Survey;;151265;210957;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1899138;644429;;Site Survey;BL1118;;Gijzelaarsstraat;34;;Y;NA;3;4;_;;;;Antwerpen;1899138;MDU;0;4;0;4;Site Survey;;151377;210770;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;762422;721235;;Site Survey;BL1102;;Schalienstraat;2;;Y;NA;6;4;_;;;;Antwerpen;762422;MDU;0;3;0;3;Site Survey;;151142;210911;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;NB-20002043e479;;;Site Survey;;;Gentplaats;20;;N;IRREG;;7;_;;;;Antwerpen;NB-20002043e479;MDU;1;0;0;1;Site Survey;;151225;210625;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1899183;14151219;;Site Survey;BL1118;;Gijzelaarsstraat;38;;Y;NA;3;5;_;;;;Antwerpen;1899183;MDU;0;6;0;6;Site Survey;;151376;210762;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;762423;721236;;Site Survey;BL1103;;Schalienstraat;41;;Y;NA;4;4;_;;;;Antwerpen;762423;MDU;1;4;0;5;Site Survey;;151284;210955;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;1899274;644434;;Site Survey;BL1118;;Gijzelaarsstraat;44;;Y;NA;3;5;_;;;;Antwerpen;1899274;MDU;0;9;0;9;Site Survey;;151374;210746;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;762432;721237;;Site Survey;BL1104;;Verviersstraat;1;;Y;NA;4;7;_;;;;Antwerpen;762432;MDU;0;11;1;12;Site Survey;;151266;211031;;;;;Hidde Kiekens;BUILDING template;Fidimco;;;;;6/05/2020;;;Verviersstraat 1_de gerlachekaai 15;6/05/2020
ANTWERPEN-WEST - FH11;1899319;644436;;Site Survey;BL1118;;Gijzelaarsstraat;46;;Y;NA;3;5;_;;;;Antwerpen;1899319;SDU;0;1;0;1;Site Survey;;151372;210737;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;762435;721238;;Site Survey;BL1105;;Lakenstraat;1;;Y;NA;3;4;_;;;;Antwerpen;762435;MDU;0;3;0;3;Site Survey;;151306;211072;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;1899387;644440;;Site Survey;BL1118;;Gijzelaarsstraat;54;;Y;NA;3;3;_;;;;Antwerpen;1899387;SDU;0;1;0;1;Site Survey;;151370;210723;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;762436;721239;;Site Survey;BL1104;;Lakenstraat;16;;Y;NA;3;5;_;;;;Antwerpen;762436;MDU;0;5;1;6;Site Survey;;151327;211028;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;1899515;644443;;Site Survey;BL1119;;Gijzelaarsstraat;64;;Y;NA;3;3;_;;;;Antwerpen;1899515;MDU;0;3;0;3;Site Survey;;151361;210670;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;762438;721240;;Site Survey;BL1105;;Lakenstraat;7;;Y;NA;3;5;_;;;;Antwerpen;762438;MDU;0;5;0;5;Site Survey;;151341;211043;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;1899523;644444;;Site Survey;BL1119;;Gijzelaarsstraat;66;;Y;NA;3;3;_;;;;Antwerpen;1899523;SDU;0;1;0;1;Site Survey;;151361;210666;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;762443;721242;;Site Survey;BL1104;;De Gerlachekaai;11;;N;IRREG;0;5;;XC;;;Antwerpen;762443;MDU;0;8;0;8;Site Survey;Y;151278;211062;17/03/2020 12:55;Y;;17/03/2020 12:52;Steffen Verhofsté;BUILDING template;Onbekend;;;;;17/03/2020;;;;
ANTWERPEN-WEST - FH11;1899532;644445;;Site Survey;BL1119;;Gijzelaarsstraat;68;;Y;NA;3;3;_;;;;Antwerpen;1899532;MDU;0;3;0;3;Site Survey;;151361;210660;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;762445;721243;;Site Survey;BL1104;;De Gerlachekaai;15;;N;IRREG;0;1;Niet binnen geraakt;XC;;;Antwerpen;762445;MDU;1;0;0;1;Site Survey;Y;151266;211031;17/03/2020 12:40;Y;;;Steffen Verhofsté;BUILDING template;;;;;;;;;De Gerlachekaai 15_Verviersstraat 3;
ANTWERPEN-WEST - FH11;1899550;14151220;;Site Survey;BL1119;;Gijzelaarsstraat;74;;N;ORN;4;5;_;;;;Antwerpen;1899550;MDU;0;7;1;8;Site Survey;;151359;210649;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;968539;725451;;Site Survey;BL1102;;Waalsekaai;54;;N;IRREG;4;6;_;;;;Antwerpen;968539;MDU;1;0;0;1;Site Survey;;151279;210930;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;Waalse Kaai 54-55;4/05/2020
ANTWERPEN-WEST - FH11;NB-200020bad154;;;Site Survey;;;Schalienstraat;20;;N;ORN;;6;_;;;;Antwerpen;NB-200020bad154;MDU;0;15;1;16;Site Survey;;151200;210922;4/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;NB-20008c26315;;;Site Survey;;;Jan van Gentstraat;8;;N;IRREG;;7;_;;;;Antwerpen;NB-20008c26315;MDU;1;0;0;1;Site Survey;;151284;210645;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1899555;644447;;Site Survey;BL1119;;Gijzelaarsstraat;76;;N;ORN;4;4;_;;;;Antwerpen;1899555;MDU;0;11;1;12;Site Survey;;151334;210654;;;;;Hidde Kiekens;BUILDING template;Bvba beheer;;;;;6/05/2020;;;;6/05/2020
ANTWERPEN-WEST - FH11;968541;14151256;;Site Survey;BL1102;;Schalienstraat;30;;N;ORN;4;6;_;;;;Antwerpen;968541;MDU;0;8;1;9;Site Survey;;151238;210917;;;;;Maayken Vanfleteren;BUILDING template;Dominus beheer;;;;;4/05/2020;;;Schalienstraat 30-32-34;4/05/2020
ANTWERPEN-WEST - FH11;1899562;14151221;;Site Survey;BL1119;;Gijzelaarsstraat;78;;N;ORN;4;4;_;;;;Antwerpen;1899562;MDU;0;9;1;10;Site Survey;;151355;210615;;;;;Hidde Kiekens;BUILDING template;Bvba beheer;;;;;6/05/2020;;;;6/05/2020
ANTWERPEN-WEST - FH11;968543;725453;;Site Survey;BL1102;;Schalienstraat;28;;N;ORN;4;5;_;;;;Antwerpen;968543;MDU;0;2;1;3;Site Survey;;151218;210905;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;1948421;650596;;Site Survey;BL1107;;IJzerenpoortkaai;3;;N;IRREG;4;5;_;;;;Antwerpen;1948421;MDU;5;0;1;6;Site Survey;;151384;211153;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;968544;14151257;;Site Survey;BL1102;;Schalienstraat;26;;Y;NA;5;7;_;;;;Antwerpen;968544;MDU;0;1;0;1;Site Survey;;151210;210919;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;Schalienstraat 24-26;4/05/2020
ANTWERPEN-WEST - FH11;1948435;14151222;;Site Survey;BL1107;;IJzerenpoortkaai;7;;N;IRREG;4;4;_;;;;Antwerpen;1948435;MDU;0;4;1;5;Site Survey;;151397;211147;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;968545;725454;;Site Survey;BL1102;;Schalienstraat;38;;Y;NA;4;3;_;;;;Antwerpen;968545;MDU;0;4;0;4;Site Survey;;151268;210931;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;1948438;650598;;Site Survey;BL1107;;IJzerenpoortkaai;8;;Y;NA;3;4;_;;;;Antwerpen;1948438;MDU;0;4;0;4;Site Survey;;151400;211141;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;968548;14209075;;Site Survey;BL1101;;Van der Sweepstraat;3;;N;IRREG;4;14;_;;;;Antwerpen;968548;MDU;2;82;4;88;Site Survey;;151155;210828;;;;;Maayken Vanfleteren;BUILDING template;Uw Beheer;;;;36663540;15/05/2020;;;Van Der Sweepstraat 3-5-7;
ANTWERPEN-WEST - FH11;1948442;650600;;Site Survey;BL1107;;IJzerenpoortkaai;9;;Y;NA;3;5;_;;;;Antwerpen;1948442;MDU;0;4;1;5;Site Survey;;151405;211138;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;968549;725456;;Site Survey;BL1102;;De Gerlachekaai;37;;Y;NA;5;4;_;;;;Antwerpen;968549;MDU;0;5;1;6;Site Survey;;151130;210911;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;1979919;656179;;Site Survey;BL1105;;Lakenstraat;3;;Y;NA;3;4;_;;;;Antwerpen;1979919;MDU;0;8;0;8;Site Survey;;151313;211068;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;968663;725457;;Site Survey;BL1107;;Waalsekaai;29;;N;IRREG;4;2;_;;;;Antwerpen;968663;MDU;0;4;1;5;Site Survey;;151432;211155;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;NB-200011e24c87;;;Site Survey;;;Jan van Gentstraat;11;;N;IRREG;;7;_;;;;Antwerpen;NB-200011e24c87;MDU;1;0;0;1;Site Survey;;151325;210633;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1979925;656180;;Site Survey;BL1105;;Lakenstraat;3;A;Y;NA;3;4;_;;;;Antwerpen;1979925;MDU;0;8;0;8;Site Survey;;151322;211061;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;968664;725458;;Site Survey;BL1105;;Waalsekaai;36;;Y;NA;3;4;_;;;;Antwerpen;968664;MDU;1;3;0;4;Site Survey;;151370;211068;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;1979932;656181;;Site Survey;BL1105;;Lakenstraat;3;B;Y;NA;3;4;_;;;;Antwerpen;1979932;MDU;0;8;0;8;Site Survey;;151332;211053;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;968665;725459;;Site Survey;BL1105;;Waalsekaai;43;;Y;NA;3;5;_;;;;Antwerpen;968665;MDU;1;4;0;5;Site Survey;;151347;211037;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;1979935;656182;;Site Survey;BL1105;;Lakenstraat;5;;Y;NA;3;3;_;;;;Antwerpen;1979935;SDU;0;1;0;1;Site Survey;;151334;211045;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;968667;725460;;Site Survey;BL1108;;Waalsekaai;28;;Y;NA;5;4;_;;;;Antwerpen;968667;MDU;1;1;0;2;Site Survey;;151435;211186;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;15/05/2020
ANTWERPEN-WEST - FH11;1990345;658721;;Site Survey;BL1110;;Leuvenstraat;3;;N;IRREG;4;5;_;;;;Antwerpen;1990345;MDU;0;8;0;8;Site Survey;;151523;211393;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;Leuvenstraat 1-3-5-7-9;6/05/2020
ANTWERPEN-WEST - FH11;968669;725461;;Site Survey;BL1105;;Waalsekaai;42;;Y;NA;4;5;_;;;;Antwerpen;968669;SDU;1;0;0;1;Site Survey;;151349;211046;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;NB-200034808d64;;;Site Survey;;;Cockerillkaai;34;;N;IRREG;;5;_;;;;Antwerpen;NB-200034808d64;MDU;0;5;1;6;Site Survey;;151375;211187;3/05/2020;;;;Geert Stockman;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1990349;658722;;Site Survey;BL1110;;Leuvenstraat;7;;N;IRREG;4;4;_;;;;Antwerpen;1990349;MDU;0;7;0;7;Site Survey;;151520;211388;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;Leuvenstraat 1-3-5-7-9;6/05/2020
ANTWERPEN-WEST - FH11;968670;725462;;Site Survey;BL1105;;Waalsekaai;38;;Y;NA;3;4;_;;;;Antwerpen;968670;MDU;1;4;1;6;Site Survey;;151359;211063;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;1993988;659700;;Site Survey;BL1108;;Luikstraat;1;;N;IRREG;0;5;;XC;;;Antwerpen;1993988;MDU;0;6;0;6;Site Survey;Y;151399;211215;17/03/2020 14:25;Y;;;Steffen Verhofsté;BUILDING template;Onbekend;;;;;17/03/2020;;;;
ANTWERPEN-WEST - FH11;968672;725463;;Site Survey;BL1108;;Wapenstraat;18;;Y;NA;5;4;_;;;;Antwerpen;968672;SDU;1;0;0;1;Site Survey;;151471;211202;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;15/05/2020
ANTWERPEN-WEST - FH11;NB-2000162c7774;;;Site Survey;;;Jan van Gentstraat;16;;N;IRREG;;7;_;;;;Antwerpen;NB-2000162c7774;MDU;1;0;0;1;Site Survey;;151293;210608;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1993992;14151223;;Site Survey;BL1107;;Luikstraat;6;;Y;NA;3;2;_;;;;Antwerpen;1993992;SDU;1;0;0;1;Site Survey;;151412;211165;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
