File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM MK;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;planrrr_bid;planrrr_uid
1686;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;631694;'20200207112453;1775235;'1630000;'3931;Braziliestraat;'28;';2000;Antwerpen;;'152443,364;'213566,153;;Y;NA;5;4;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';1;10371937;;LU;1;'1;'1;';'0;MDU;1;1;;0;;Y;#BOUWGROND;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;NA;B;BOWN;;;;;N;MODIFY;;;';1775235;10371937
1687;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;631694;'20200207112453;1775235;'1630000;'3931;Braziliestraat;'28;';2000;Antwerpen;;'152443,364;'213566,153;;Y;NA;5;4;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';11;10376682;;LU;1;'2;'2;';'0;MDU;2;2;;0;;Y;#S.OG/PARKING 1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;NA;B;BOWN;;;;;N;MODIFY;;;';1775235;10376682
1688;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;631694;'20200207112453;1775235;'1630000;'3931;Braziliestraat;'28;';2000;Antwerpen;;'152443,364;'213566,153;;Y;NA;5;4;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';12;10376684;;LU;1;'101;'101;';'1;MDU;101;101;;1;;Y;#S.OG/PARKING 2/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;NA;B;BOWN;;;;;N;MODIFY;;;';1775235;10376684
1689;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;631694;'20200207112453;1775235;'1630000;'3931;Braziliestraat;'28;';2000;Antwerpen;;'152443,364;'213566,153;;Y;NA;5;4;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';13;10376686;;LU;1;'201;'201;';'2;MDU;201;201;;2;;Y;#S.OG/PARKING 3/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;NA;B;BOWN;;;;;N;MODIFY;;;';1775235;10376686
1690;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;631694;'20200207112453;1775235;'1630000;'3931;Braziliestraat;'28;';2000;Antwerpen;;'152443,364;'213566,153;;Y;NA;5;4;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';14;10376688;;LU;1;'301;'301;';'3;MDU;301;301;;3;;Y;#S.OG/PARKING 4/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;NA;B;BOWN;;;;;N;MODIFY;;;';1775235;10376688
1691;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;631694;'20200207112453;1775235;'1630000;'3931;Braziliestraat;'28;';2000;Antwerpen;;'152443,364;'213566,153;;Y;NA;5;4;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';15;10376690;;LU;1;'401;'401;';'4;MDU;401;401;;4;;Y;#S.OG/PARKING 5/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;NA;B;BOWN;;;;;N;MODIFY;;;';1775235;10376690
1692;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;631694;'20200207112453;1775235;'1630000;'3931;Braziliestraat;'28;';2000;Antwerpen;;'152443,364;'213566,153;;Y;NA;5;4;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';10;10376627;;SU;1;'SU1;'SU1;';'0;MDU;SU1;SU1;;0;;Y;#HA.GV/COM.0.02/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;NA;B;BOWN;;;;;N;MODIFY;;;';1775235;10376627
1693;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;707236;'20200207112732;4511990;'1630000;'3931;Braziliestraat;'30;';2000;Antwerpen;;'152443,084;'213555,314;;Y;NA;1;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;1745180;;BU;1;';';';';;;;;;;Y;;INDU;NIJVERHEIDSGEBOUW - ENTREPRISE INDUSTRIELLE;NA;;;;;;;N;KEEP;;;';4511990;1745180
1694;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;615369;'20190705082423;1266714;'1630000;'3931;Braziliestraat;'33;';2000;Antwerpen;;'152475,305;'213543,334;;Y;NA;5;4;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';1;1753048;;LU;1;'1;'1;';'0;MDU;1;1;;0;;Y;#A.GV/1/B.APP01;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;MODIFY;;;';1266714;1753048
1695;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;615369;'20190705082423;1266714;'1630000;'3931;Braziliestraat;'33;';2000;Antwerpen;;'152475,305;'213543,334;;Y;NA;5;4;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';2;1753126;;LU;1;'2;'2;';'0;MDU;2;2;;0;;Y;#A1.2/2/B.APP02;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;MODIFY;;;';1266714;1753126
1696;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;615369;'20190705082423;1266714;'1630000;'3931;Braziliestraat;'33;';2000;Antwerpen;;'152475,305;'213543,334;;Y;NA;5;4;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';3;1753158;;LU;1;'101;'101;';'1;MDU;101;101;;1;;Y;#A1/3/B.APP03;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;MODIFY;;;';1266714;1753158
1697;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;615369;'20190705082423;1266714;'1630000;'3931;Braziliestraat;'33;';2000;Antwerpen;;'152475,305;'213543,334;;Y;NA;5;4;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';4;1753328;;LU;1;'201;'201;';'2;MDU;201;201;;2;;Y;#A2/4/B.APP04;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;MODIFY;;;';1266714;1753328
1698;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;615369;'20190705082423;1266714;'1630000;'3931;Braziliestraat;'33;';2000;Antwerpen;;'152475,305;'213543,334;;Y;NA;5;4;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';5;1753448;;LU;1;'301;'301;';'3;MDU;301;301;;3;;Y;#A3.4/5/APP05;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;MODIFY;;;';1266714;1753448
1699;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;615369;'20190705082423;1266714;'1630000;'3931;Braziliestraat;'33;';2000;Antwerpen;;'152475,305;'213543,334;;Y;NA;5;4;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';6;1753449;;LU;1;'401;'401;';'4;MDU;401;401;;4;;Y;#A3.4/6/APP06;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;B;BOWN;;;;;N;MODIFY;;;';1266714;1753449
1700;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;615369;'20190705082423;1266714;'1630000;'3931;Braziliestraat;'33;';2000;Antwerpen;;'152475,305;'213543,334;;Y;NA;5;4;Unknown;Unknown;C - Precabled ONTP;None;B;BOWN;;;;;Y;MODIFY;;;';;;;SU;1;'SU1;'SU1;';'0;MDU;SU1;SU1;;0;;;;;;;B;BOWN;;;;;N;NEW;;;';1266714;
1701;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;631695;'20190705082400;1775251;'1630000;'3931;Braziliestraat;'37;';2000;Antwerpen;;'152475,957;'213531,741;;Y;NA;3;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;1766516;;LU;1;';';';';;;;;;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;KEEP;;;';1775251;1766516
1702;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;631696;'20200207113001;1775252;'1630000;'3931;Braziliestraat;'38;';2000;Antwerpen;;'152443,564;'213533,354;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';5;11077872;;BU;1;'1;'1;';'0;MDU;1;1;;0;;Y;;;;NA;;;;;;;N;MODIFY;;;';1775252;11077872
1703;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;631696;'20200207113001;1775252;'1630000;'3931;Braziliestraat;'38;';2000;Antwerpen;;'152443,564;'213533,354;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;1768937;;LU;1;'101;'101;';'1;MDU;101;101;;1;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;MODIFY;;;';1775252;1768937
1704;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;631696;'20200207113001;1775252;'1630000;'3931;Braziliestraat;'38;';2000;Antwerpen;;'152443,564;'213533,354;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;10364947;;LU;1;'201;'201;';'2;MDU;201;201;;2;;Y;;INDU;NIJVERHEIDSGEBOUW - ENTREPRISE INDUSTRIELLE;NA;;;;;;;N;MODIFY;;;';1775252;10364947
1705;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;631697;'20190705082400;1775258;'1630000;'3931;Braziliestraat;'41;';2000;Antwerpen;;'152475,897;'213522,418;;Y;NA;3;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;1781226;;LU;1;';';';';;;;;;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;KEEP;;;';1775258;1781226
1706;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093649;'20200207111902;1775176;'1630000;'3931;Braziliestraat;'10;';2000;Antwerpen;;'152442,938;'213636,098;;N;IRREG;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;10369076;;LU;1;'1;'1;';'0;MDU;1;1;;0;;Y;#A1/L.1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;MODIFY;;;';1775176;10369076
1707;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093649;'20200207111902;1775176;'1630000;'3931;Braziliestraat;'10;';2000;Antwerpen;;'152442,938;'213636,098;;N;IRREG;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;10369338;;LU;1;'101;'101;';'1;MDU;101;101;;1;;Y;#A2/L.2/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;MODIFY;;;';1775176;10369338
1708;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093649;'20200207111902;1775176;'1630000;'3931;Braziliestraat;'10;';2000;Antwerpen;;'152442,938;'213636,098;;N;IRREG;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;10369538;;LU;1;'201;'201;';'2;MDU;201;201;;2;;Y;#A3/L.3/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;MODIFY;;;';1775176;10369538
1709;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093649;'20200207111902;1775176;'1630000;'3931;Braziliestraat;'10;';2000;Antwerpen;;'152442,938;'213636,098;;N;IRREG;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;10372131;;LU;1;'301;'301;';'3;MDU;301;301;;3;;Y;#HA.GV/HR/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;MODIFY;;;';1775176;10372131
1710;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093650;'20200207111925;1775185;'1630000;'3931;Braziliestraat;'12;';2000;Antwerpen;;'152441,589;'213626,41;;N;IRREG;2;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;10364946;;BU;1;';';';';;;;;;;Y;;INDU;NIJVERHEIDSGEBOUW - ENTREPRISE INDUSTRIELLE;NA;;;;;;;N;KEEP;;;';1775185;10364946
1711;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093651;'20191006010430;1775203;'1630000;'3931;Braziliestraat;'19;';2000;Antwerpen;;'152477,731;'213591,585;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;11077875;;BU;1;'1;'1;';'0;MDU;1;1;;0;;Y;;;;NA;;;;;;;N;MODIFY;;;';1775203;11077875
1712;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093651;'20191006010430;1775203;'1630000;'3931;Braziliestraat;'19;';2000;Antwerpen;;'152477,731;'213591,585;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;10364943;;LU;1;'101;'101;';'1;MDU;101;101;;1;;Y;;INDU;NIJVERHEIDSGEBOUW - ENTREPRISE INDUSTRIELLE;NA;;;;;;;N;MODIFY;;;';1775203;10364943
1713;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093651;'20191006010430;1775203;'1630000;'3931;Braziliestraat;'19;';2000;Antwerpen;;'152477,731;'213591,585;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11077873;;LU;1;'201;'201;';'2;MDU;201;201;;2;;Y;;;;NA;;;;;;;N;MODIFY;;;';1775203;11077873
1714;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093652;'20190705082407;1775213;'1630000;'3931;Braziliestraat;'23;';2000;Antwerpen;;'152479,869;'213576,573;;Y;NA;2;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;10364950;;BU;1;';';';';;;;;;;Y;;INDU;NIJVERHEIDSGEBOUW - ENTREPRISE INDUSTRIELLE;NA;;;;;;;N;KEEP;;;';1775213;10364950
1715;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093710;'20200207112802;4511991;'1630000;'3931;Braziliestraat;'32;';2000;Antwerpen;;'152442,92;'213549,633;;Y;NA;5;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;10364944;;LU;1;';';';';;;;;;;Y;;INDU;NIJVERHEIDSGEBOUW - ENTREPRISE INDUSTRIELLE;NA;;;;;;;N;KEEP;;;';4511991;10364944
1716;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093711;'20200207112851;4511992;'1630000;'3931;Braziliestraat;'34;';2000;Antwerpen;;'152443,152;'213544,223;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;10364948;;LU;1;'1;'1;';'0;MDU;1;1;;0;;Y;;INDU;NIJVERHEIDSGEBOUW - ENTREPRISE INDUSTRIELLE;NA;;;;;;;N;MODIFY;;;';4511992;10364948
1717;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093711;'20200207112851;4511992;'1630000;'3931;Braziliestraat;'34;';2000;Antwerpen;;'152443,152;'213544,223;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11077879;;LU;1;'101;'101;';'1;MDU;101;101;;1;;Y;;;;NA;;;;;;;N;MODIFY;;;';4511992;11077879
1718;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196680;'20200207112345;4511988;'1630000;'3931;Braziliestraat;'26;';2000;Antwerpen;;'152441,558;'213584,509;;Y;NA;1;4;Unknown;Unknown;;None;B;BOWN;;;;;Y;MODIFY;;;';1;11076661;;BU;1;';';';';;;;;;;;;;;;B;BOWN;;;;;N;KEEP;;;';4511988;11076661
1719;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196749;'20190705082417;4511917;'1630000;'3931;Braziliestraat;'39;';2000;Antwerpen;;'152475,932;'213526,957;;Y;NA;2;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;11077118;;SU;1;';';';';;;;;;;;;;;;;;;;;;N;MODIFY;;;';4511917;11077118
1720;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196750;'20200207112934;4511993;'1630000;'3931;Braziliestraat;'36;';2000;Antwerpen;;'152442,744;'213538,917;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;11077119;;LU;1;'1;'1;';'0;MDU;1;1;;0;;;;;;;;;;;;;N;MODIFY;;;';4511993;11077119
1721;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196750;'20200207112934;4511993;'1630000;'3931;Braziliestraat;'36;';2000;Antwerpen;;'152442,744;'213538,917;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11077120;;LU;1;'101;'101;';'1;MDU;101;101;;1;;;;;;;;;;;;;N;MODIFY;;;';4511993;11077120
1722;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196750;'20200207112934;4511993;'1630000;'3931;Braziliestraat;'36;';2000;Antwerpen;;'152442,744;'213538,917;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;11077121;;LU;1;'301;'301;';'3;MDU;301;301;;3;;;;;;;;;;;;;N;MODIFY;;;';4511993;11077121
1723;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196750;'20200207112934;4511993;'1630000;'3931;Braziliestraat;'36;';2000;Antwerpen;;'152442,744;'213538,917;;Y;NA;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;11077122;;SU;1;'SU1;'SU1;';'0;MDU;SU1;SU1;;0;;;;;;;;;;;;;N;MODIFY;;;';4511993;11077122
1724;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196751;'20190705082417;4511908;'1630000;'3931;Braziliestraat;'21;';2000;Antwerpen;;'152479,233;'213582,952;;Y;NA;4;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;11077124;;LU;1;';';';';;;;;;;;;;;;;;;;;;N;KEEP;;;';4511908;11077124
1725;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;631689;'20200207111732;1775171;'1630000;'3931;Braziliestraat;'6;';2000;Antwerpen;;'152447,548;'213647,142;;N;ORN;5;4;Unknown;Unknown;;None;;;;;;;Y;DELETE;;;';1;1824533;;LU;0;';';';';;;;;;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;DELETE;;;';1775171;1824533
1726;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;631689;'20200207111732;1775171;'1630000;'3931;Braziliestraat;'6;';2000;Antwerpen;;'152447,548;'213647,142;;N;ORN;5;4;Unknown;Unknown;;None;;;;;;;Y;DELETE;;;';2;11077864;;LU;0;';';';';;;;;;;Y;;;;NA;;;;;;;N;DELETE;;;';1775171;11077864
1727;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;631689;'20200207111732;1775171;'1630000;'3931;Braziliestraat;'6;';2000;Antwerpen;;'152447,548;'213647,142;;N;ORN;5;4;Unknown;Unknown;;None;;;;;;;Y;DELETE;;;';3;11077865;;LU;0;';';';';;;;;;;Y;;;;NA;;;;;;;N;DELETE;;;';1775171;11077865
1728;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;631689;'20200207111732;1775171;'1630000;'3931;Braziliestraat;'6;';2000;Antwerpen;;'152447,548;'213647,142;;N;ORN;5;4;Unknown;Unknown;;None;;;;;;;Y;DELETE;;;';4;11077866;;LU;0;';';';';;;;;;;Y;;;;NA;;;;;;;N;DELETE;;;';1775171;11077866
1729;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;631689;'20200207111732;1775171;'1630000;'3931;Braziliestraat;'6;';2000;Antwerpen;;'152447,548;'213647,142;;N;ORN;5;4;Unknown;Unknown;;None;;;;;;;Y;DELETE;;;';5;11077867;;LU;0;';';';';;;;;;;Y;;;;NA;;;;;;;N;DELETE;;;';1775171;11077867
1730;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;612631;'20190830143859;1088922;'1630000;'4368;Adriaan Brouwerstraat;'5;';2000;Antwerpen;;'152349,646;'213082,719;;N;MON;3;9;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;1801369;;LU;1;';';';';;;;;;;Y;;HOUSE;WONING - MAISON;NA;;;;;;;N;KEEP;;;';1088922;1801369
1731;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;632755;'20190830143909;1781985;'1630000;'4368;Adriaan Brouwerstraat;'13;';2000;Antwerpen;;'152406,485;'213085,403;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;1646480;;BU;1;'1;'1;';'0;;1;1;;0;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;MODIFY;;;';1781985;1646480
